"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"0531","Baltimore","Ravens","BAL","DST",NA,50,"DST","average",113.666333333333,5,2.66983333333333,8.06067098116941,98.6025,118.275,4,-3.49244444444446,117,1.33916666666666,100,-14.25,154
"0531","Baltimore","Ravens","BAL","DST",NA,50,"DST","robust",113.13,5,3.56999999999999,7.850367,98.6025,118.275,4,-3.54333333333334,115,1.33916666666666,100,-14.25,154
"0531","Baltimore","Ravens","BAL","DST",NA,50,"DST","weighted",114.463644043744,5,1.89289859029664,9.96475415771899,97,118.18085755814,4,-3.34055643101613,114,2,100,-14.5418677325581,158
"0532","Houston","Texans","HOU","DST",NA,50,"DST","average",95.4463333333333,23,2.40100000000001,11.7548679277991,75.888,98.36,14,-21.7124444444444,187,-21.3753333333333,180,-34.165,227
"0532","Houston","Texans","HOU","DST",NA,50,"DST","robust",95.025,25,3.20750000000001,2.16459600000001,75.888,98.36,14,-21.6483333333333,188,-21.3753333333333,180,-34.165,227
"0532","Houston","Texans","HOU","DST",NA,50,"DST","weighted",94.7168553571143,23,2.06193606949327,12.8890701311438,71,97.6179357798165,14,-23.087345117646,192,-24,178,-35.1047895108812,230
"4397","Roosevelt","Nix","FA","RB",28,6,"RB","average",0.5,160,0.345,NA,0.5,0.5,NA,-129.719624651933,534,-112.698666666667,508,-160.169307308741,560
"4397","Roosevelt","Nix","FA","RB",28,6,"RB","robust",0.5,160,0.345,0,0.5,0.5,NA,-126.627210282388,530,-112.698666666667,508,-160.169307308741,560
"4397","Roosevelt","Nix","FA","RB",28,6,"RB","weighted",0.5,158,0.345,NA,0.5,0.5,NA,-130.231531611932,530,-112.86,487,-159.025028352083,556
"4925","Drew","Brees","NOS","QB",41,19,"QB","average",290.705885714286,10,5.83095235342859,12.9796121500496,274.116,308.86748,5,14.1673451912763,78,13.4376666666666,79,1.99111928078946,96
"4925","Drew","Brees","NOS","QB",41,19,"QB","robust",291.983,9,5.16065000000003,11.12898864,274.116,308.86748,5,15.4041539791675,76,13.4376666666666,79,1.99111928078946,96
"4925","Drew","Brees","NOS","QB",41,19,"QB","weighted",291.267589310053,10,8.08187256482461,15.1459616163275,272.8,309.531745818182,5,16.3974660227069,76,16.3333333333333,73,2.44046856044514,98
"5848","Tom","Brady","TBB","QB",43,20,"QB","average",291.329969532126,9,2.78448854207545,22.4549614899015,266.391,324.974314689953,4,14.7914290091166,77,5.71266666666668,89,18.0979539707423,74
"5848","Tom","Brady","TBB","QB",43,20,"QB","robust",288.801,10,4.96994999999998,12.73831851332,266.391,324.974314689953,4,12.2221539791675,81,5.71266666666668,89,18.0979539707423,74
"5848","Tom","Brady","TBB","QB",43,20,"QB","weighted",292.300308330207,8,0.984175645902837,26.2801702190051,262.24,326.798392220856,4,17.4301850428608,73,5.77333333333331,91,19.7071149631189,71
"6997","Jason","Witten","LVR","TE",38,17,"TE","average",55.6955714285714,42,1.16323809523809,27.1290006248804,26.181,95.6,11,-66.6202645929339,296,-82.8416166666667,317,-49.1666666666667,266
"6997","Jason","Witten","LVR","TE",38,17,"TE","robust",50.16725,45,2.05725,15.611778,26.181,95.6,11,-71.5001478494624,306,-82.8416166666667,317,-49.1666666666667,266
"6997","Jason","Witten","LVR","TE",38,17,"TE","weighted",57.0398376047371,40,0.569157317596087,27.8043593019358,20.7,94.6487544483986,11,-66.6469549280808,291,-86.4896666666667,315,-49.2555456702254,265
"7393","Larry","Fitzgerald","ARI","WR",37,16,"WR","average",107.383761904762,69,2.4885238095238,14.4843361650735,95.7421,129.39,10,-50.5936095238095,263,-45.6929,238,-50.3266666666667,268
"7393","Larry","Fitzgerald","ARI","WR",37,16,"WR","robust",107.42,69,0.868125000000006,6.96822,95.7421,129.39,10,-49.14625,261,-45.6929,238,-50.3266666666667,268
"7393","Larry","Fitzgerald","ARI","WR",37,16,"WR","weighted",107.511494714011,68,1.44124355551985,15.2920996858719,95.203,129.388772727273,10,-50.6733520932457,261,-42.647,221,-50.0914621481721,267
"7394","Philip","Rivers","IND","QB",39,16,"QB","average",249.366895238095,24,2.57036014951871,21.5895551189083,229.704,283.24828,7,-27.1716452849142,208,-30.9743333333333,207,-23.6280807192106,201
"7394","Philip","Rivers","IND","QB",39,16,"QB","robust",246.3,26,5.23920941778204,9.97433975999995,229.704,283.24828,7,-30.2788460208325,219,-30.9743333333333,207,-23.6280807192106,201
"7394","Philip","Rivers","IND","QB",39,16,"QB","weighted",247.97587022365,24,2.45016288676845,22.3902283580726,227.34,281.178137153025,7,-26.8942530636961,205,-29.1266666666667,196,-25.9131401047118,205
"7401","Ben","Roethlisberger","PIT","QB",38,16,"QB","average",262.500783200014,19,6.30200240804902,16.7111101114594,243.896,285.02272,6,-14.0377573229954,160,-16.7823333333334,161,-21.8536407192105,193
"7401","Ben","Roethlisberger","PIT","QB",38,16,"QB","robust",263.0655,19,5.15397702447046,23.899512,243.896,285.02272,6,-13.5133460208325,157,-16.7823333333334,161,-21.8536407192105,193
"7401","Ben","Roethlisberger","PIT","QB",38,16,"QB","weighted",262.053760043545,19,8.28636866949324,18.1358536292538,243.26,284.941234037267,6,-12.816363243801,153,-13.2066666666667,137,-22.1500432204696,196
"7480","Matt","Schaub","ATL","QB",39,16,"QB","average",11.552,56,0.228333333333332,6.28246543961843,6.083,17.3654,11,-264.986540523009,664,-254.595333333333,661,-289.510960719211,661
"7480","Matt","Schaub","ATL","QB",39,16,"QB","robust",11.3665,55,0.52525,8.198778,6.083,17.3654,11,-265.212346020833,663,-254.595333333333,661,-289.510960719211,661
"7480","Matt","Schaub","ATL","QB",39,16,"QB","weighted",14.4742503725782,52,0.92475652544177,4.95399010899295,11.06,17.3471886850153,11,-260.395872914768,656,-245.406666666667,623,-289.744088572721,660
