,id,player,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,points_vor,rank,floor_vor,floor_rank,ceiling_vor,ceiling_rank,espn_names,espn_id,picked,blacklist,Name,Pos,Team,Bye,%,pick,espnid,probpicked,pbest,emaxw,emax,opp,oc
167,13629,Calvin Ridley,ATL,WR,26.0,2,WR,weighted,152.432875658222,18.0,0.598150060731228,11.023482192267899,137.8,166.588612099644,5.0,25.8967261720623,57.0,32.0666666666667,54.0,24.669822711096696,63.0,Calvin Ridley,3925357,False,False,Calvin Ridley,WR,ATL,10.0,0.9990000000000001,23.0,3925357,0.0009999999999998899,1.7259589362607626e-09,1.724232977324502e-09,2.6282979103831174e-07,172.94657087132694,-0.02051369521310268
54,10276,Mark Ingram,BAL,RB,31.0,9,RB,weighted,164.703648550698,24.0,4.003200273091299,22.019456364683105,141.433,196.732204680699,5.0,48.3731645346212,36.0,41.457333333333295,41.0,57.0948162651044,31.0,Mark Ingram II,13981,False,False,Mark Ingram,RB,BAL,8.0,0.9990000000000001,23.0,13981,0.0009999999999998899,2.2110720505363787e-12,2.2088609784858426e-12,3.6380746229788315e-10,186.81474004962547,-0.02211109149892503
175,13671,Mark Andrews,BAL,TE,24.0,2,TE,weighted,131.704657604542,3.0,7.8583893242407905,9.239665560034831,120.7,144.105171818182,3.0,37.285772283019796,42.0,39.1666666666667,42.0,33.4418528971381,53.0,Mark Andrews,3116365,False,False,Mark Andrews,TE,BAL,8.0,0.9990000000000001,23.0,3116365,0.0009999999999998899,0.077672,0.07759432800000002,10.21953440129453,158.48911069098426,-0.026784453086439307
90,11938,Adam Thielen,MIN,WR,30.0,6,WR,weighted,160.061867854473,13.0,3.94997858028665,9.55879473905958,149.9,173.00804545454497,5.0,33.525718368313,48.0,44.1666666666667,38.0,31.0892560659981,56.0,Adam Thielen,16460,False,False,Adam Thielen,WR,MIN,7.0,0.996,23.0,16460,0.0040000000000000036,0.0004314897340652378,0.00042976377512897684,0.06878879258333374,172.94657087132694,-0.05153881206741578
93,12151,Melvin Gordon,DEN,RB,27.0,5,RB,weighted,178.009279812071,19.0,4.25028994120103,43.0929687978364,151.9,242.762265189139,4.0,61.6787957959939,25.0,51.9243333333333,31.0,103.124876773545,17.0,Melvin Gordon,2576434,False,False,Melvin Gordon,RB,DEN,8.0,0.9940000000000001,23.0,2576434,0.005999999999999894,7.370240168454719e-08,7.326018727443992e-08,1.3040993175620498e-05,186.81474004962547,-0.052832761425325975
66,11192,Le'Veon Bell,NYJ,RB,28.0,7,RB,weighted,172.86926287703702,22.0,7.93337981376169,30.099886160753698,147.717,218.65987238632198,4.0,56.538778860960505,30.0,47.7413333333333,33.0,79.02248397072759,22.0,Le'Veon Bell,15825,False,False,LeVeon Bell,RB,NYJ,11.0,0.995,23.0,15825,0.0050000000000000044,4.4221441010727536e-10,4.40003338056739e-10,7.60630527133042e-08,186.81474004962547,-0.06972738586294233
79,11671,Mike Evans,TBB,WR,27.0,6,WR,weighted,168.630600089571,7.0,3.8396987096661497,18.8994160329632,144.1,192.36487544483998,4.0,42.0944506034119,39.0,38.3666666666667,43.0,50.44608605629249,37.0,Mike Evans,16737,False,False,Mike Evans,WR,TB,13.0,0.9640000000000001,23.0,16737,0.03599999999999992,0.011985825946256632,0.011554336212191395,1.9484146490984957,172.94657087132694,-0.15537494814321337
127,13129,Leonard Fournette,TBB,RB,25.0,3,RB,weighted,173.539613684952,21.0,4.520923458506959,56.080790157741795,131.3,255.654045503965,4.0,57.209129668875505,29.0,31.3243333333333,56.0,116.01665708837,12.0,Leonard Fournette,3115364,False,False,Leonard Fournette,RB,TB,13.0,0.9840000000000001,23.0,3115364,0.015999999999999903,4.606400105284227e-06,4.53269770359968e-06,0.0007866026084333576,186.81474004962547,-0.21240202183477422
96,12171,David Johnson,HOU,RB,29.0,5,RB,weighted,181.32232380325297,18.0,5.32850086882459,16.7533716109398,164.1,205.262269006568,4.0,64.9918397871767,24.0,64.1243333333334,24.0,65.6248805909731,28.0,David Johnson,2508176,False,False,David Johnson,RB,HOU,8.0,0.9279999999999999,23.0,2508176,0.07200000000000006,0.10505382469632,0.09748994931818496,17.677104157834655,186.81474004962547,-0.39545396973882035
221,14802,Jonathan Taylor,IND,RB,21.0,0,RB,weighted,165.16811757585302,23.0,0.8201718295559319,20.219801170582897,145.2,186.77914311926602,5.0,48.8376335597765,35.0,45.2243333333333,35.0,47.141754703671296,39.0,Jonathan Taylor,4242335,False,False,Jonathan Taylor,RB,IND,7.0,0.971,23.0,4242335,0.029000000000000026,0.007563875378135047,0.007344522992169131,1.2130810371091467,186.81474004962547,-0.6277520517394017
147,13299,George Kittle,SFO,TE,27.0,3,TE,weighted,152.306185953486,2.0,22.5004481689042,12.409957201301301,132.3,166.016090909091,2.0,57.8873006319641,27.0,50.7666666666667,32.0,55.3527719880472,33.0,George Kittle,3040151,False,False,George Kittle,TE,SF,11.0,0.867,23.0,3040151,0.133,0.584,0.506328,77.11688652145665,158.48911069098426,-0.8223289900872698
133,13146,James Conner,PIT,RB,25.0,3,RB,weighted,183.956831127783,17.0,4.291029320120799,18.0141276783048,169.2,210.09730604186402,4.0,67.62634711170611,22.0,69.2243333333333,20.0,70.4599176262694,27.0,James Conner,3045147,False,False,James Conner,RB,PIT,8.0,0.6559999999999999,23.0,3045147,0.3440000000000001,0.9513676799999999,0.6240971980799999,114.80694287452508,186.81474004962547,-0.9831206691138084
138,13163,Chris Godwin,TBB,WR,24.0,3,WR,weighted,167.720379179946,8.0,6.02745856401955,15.845198484054599,152.4,188.723681818182,4.0,41.1842296937861,40.0,46.6666666666667,34.0,46.8048924296344,40.0,Chris Godwin,3116165,False,False,Chris Godwin,WR,TB,13.0,0.782,23.0,3116165,0.21799999999999997,0.5911919673599999,0.46231211847551995,77.53916381019833,172.94657087132694,-1.1393097887210433
